Date,ASIN,Price,Name
2018/05/12 22:20:58,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/12 22:40:41,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/12 22:40:52,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/12 22:40:57,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/12 22:41:02,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:10:21,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:32:50,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:35:38,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:41:08,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:44:52,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:54:29,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:56:37,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 22:59:33,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/13 23:12:58,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/14 00:49:11,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/14 01:15:54,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/14 10:05:09,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/15 21:05:24,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/05/24 21:22:11,B0721BKXJB,143.98,b'MAXFLOORMAT Floor Mats 2 Row Set Black for 2017-2018 Honda CR-V'
2018/07/25 01:11:05,B0721BKXJB,135.98,b'SMARTLINER Floor Mats 2 Row Liner Set Black for 2017-2018 Honda CR-V'
2018/08/03,B0721BKXJB,135.98,b'SMARTLINER Floor Mats 2 Row Liner Set Black for 2017-2018 Honda CR-V'
