Date,ASIN,Price,Name
2018/05/01 01:34:28,B000VB69X0,9.2,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count (Packaging May Vary)'
2018/05/12 21:18:36,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:19:18,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:20:21,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:23:48,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:25:03,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:30:10,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:44:30,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:47:55,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:48:50,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/12 21:50:31,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:09:02,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:11:02,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:32:42,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:35:23,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:41:35,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:45:03,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:53:37,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:56:55,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 22:59:56,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/13 23:13:07,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/14 00:48:31,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/14 01:15:26,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/14 10:05:18,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/15 21:05:31,B000VB69X0,6.99,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count \xe2\x80\xa6'
2018/05/24 21:21:45,B000VB69X0,9.33,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count'
2018/07/25 01:12:07,B000VB69X0,9.33,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count'
2018/08/03,B000VB69X0,9.33,b'Glad Dual Defense Large Drawstring Trash Bags - 30 Gallon - 25 Count'
